id,nom_segment,type_segment,score_rfm,score_recence,score_frequence,score_montant,valeur_vie_client
2429,Lost,Low,431,4,3,1,18270
2430,New Customers,Low,521,5,2,1,21000
2431,New Customers,Low,512,5,1,2,24360
2432,Lost,Medium,442,4,4,2,24640
2433,Promising,Medium,425,4,2,5,31280
2434,At Risk,Low,251,2,5,1,18630
2435,Loyal Customers,Premium,544,5,4,4,36860
2436,At Risk,Medium,244,2,4,4,29440
2437,At Risk,Medium,252,2,5,2,30510
2438,Need Attention,Low,332,3,3,2,27140
2439,Hibernating,Low,211,2,1,1,10120
2440,About To Sleep,Medium,325,3,2,5,37120
2441,Promising,Medium,524,5,2,4,29440
2442,Hibernating,Low,211,2,1,1,13090
2443,Potential Loyalists,Medium,433,4,3,3,31610
2444,Lost,Low,122,1,2,2,13600
2445,About To Sleep,Low,321,3,2,1,18400
2446,At Risk,Low,251,2,5,1,24610
2447,Need Attention,Low,341,3,4,1,19140
2448,Lost,Low,133,1,3,3,19320
2449,Need Attention,Low,331,3,3,1,15200
2450,Potential Loyalists,Medium,434,4,3,4,31680
2451,Hibernating,Low,224,2,2,4,26000
2452,About To Sleep,Low,313,3,1,3,21630
2453,Loyal Customers,Medium,444,4,4,4,30600
2454,Promising,Low,412,4,1,2,16150
2455,Lost,Medium,551,5,5,1,24940
2456,Promising,Low,421,4,2,1,17280
2457,Cant Lose Them,Low,143,1,4,3,25480
2458,Need Attention,Medium,335,3,3,5,28350
2459,At Risk,Low,231,2,3,1,15640
2460,Potential Loyalists,Medium,453,4,5,3,35350
2461,Hibernating,Low,211,2,1,1,9460
2462,Potential Loyalists,Medium,533,5,3,3,31620
2463,Lost,Low,431,4,3,1,19320
2464,At Risk,Medium,235,2,3,5,34980
2465,Lost,Low,111,1,1,1,9000
2466,Potential Loyalists,Medium,534,5,3,4,31850
2467,Lost,Low,121,1,2,1,12720
2468,Loyal Customers,Medium,444,4,4,4,36720
2469,Lost,Low,114,1,1,4,21840
2470,Hibernating,Low,215,2,1,5,30780
2471,At Risk,Low,233,2,3,3,21750
2472,Potential Loyalists,Premium,535,5,3,5,37050
2473,Need Attention,Medium,354,3,5,4,37000
2474,Loyal Customers,Premium,545,5,4,5,47040
2475,Lost,Low,122,1,2,2,19040
2476,Cant Lose Them,Medium,153,1,5,3,27260
2477,At Risk,Medium,255,2,5,5,43680
2478,Hibernating,Low,224,2,2,4,23140
2479,Promising,Medium,424,4,2,4,34200
2480,Lost,Low,431,4,3,1,23100
2481,Cant Lose Them,Low,151,1,5,1,17430
2482,New Customers,Low,512,5,1,2,18270
2483,Promising,Low,411,4,1,1,14100
2484,New Customers,Low,521,5,2,1,18200
2485,At Risk,Low,241,2,4,1,21200
2486,Promising,Low,422,4,2,2,19360
2487,Promising,Medium,414,4,1,4,26190
2488,Promising,Low,413,4,1,3,19780
2489,Hibernating,Low,213,2,1,3,21470
2490,Lost,Low,133,1,3,3,18400
2491,Promising,Medium,524,5,2,4,32960
2492,About To Sleep,Medium,315,3,1,5,24940
2493,About To Sleep,Low,312,3,1,2,19550
2494,Promising,Medium,423,4,2,3,23660
2495,At Risk,Low,231,2,3,1,15130
2496,Promising,Medium,415,4,1,5,26040
2497,New Customers,Medium,522,5,2,2,22560
2498,Promising,Medium,414,4,1,4,22680
2499,Cant Lose Them,Medium,155,1,5,5,39960
2500,At Risk,Low,242,2,4,2,25440
2501,Need Attention,Medium,352,3,5,2,33930
2502,New Customers,Medium,522,5,2,2,24000
2503,Lost,Medium,551,5,5,1,26100
2504,About To Sleep,Low,321,3,2,1,13600
2505,Need Attention,Low,331,3,3,1,18620
2506,About To Sleep,Low,312,3,1,2,14450
2507,Need Attention,Low,332,3,3,2,27140
2508,New Customers,Low,511,5,1,1,14620
2509,Hibernating,Low,224,2,2,4,22880
2510,About To Sleep,Medium,315,3,1,5,28710
2511,Promising,Medium,514,5,1,4,29290
2512,Lost,Low,124,1,2,4,27600
2513,Promising,Medium,423,4,2,3,29120
2514,Loyal Customers,Premium,445,4,4,5,47600
2515,At Risk,Low,241,2,4,1,23600
2516,About To Sleep,Low,311,3,1,1,11570
2517,New Customers,Low,521,5,2,1,16200
2518,Promising,Medium,525,5,2,5,40320
2519,Loyal Customers,Premium,554,5,5,4,41410
2520,Hibernating,Low,223,2,2,3,24200
2521,At Risk,Medium,234,2,3,4,27550
2522,Lost,Low,112,1,1,2,12220
2523,Promising,Medium,514,5,1,4,34220
2524,Hibernating,Low,221,2,2,1,15120
2525,Cant Lose Them,Low,151,1,5,1,24360
2526,Lost,Low,122,1,2,2,18560
2527,Potential Loyalists,Medium,534,5,3,4,28350
2528,Loyal Customers,Premium,455,4,5,5,46870
2529,New Customers,Low,512,5,1,2,16800
2530,Need Attention,Medium,335,3,3,5,28700
2531,Potential Loyalists,Medium,433,4,3,3,33640
2532,New Customers,Low,521,5,2,1,21200
2533,Lost,Low,122,1,2,2,18400
2534,At Risk,Low,232,2,3,2,19320
2535,New Customers,Medium,522,5,2,2,24720
2536,Lost,Low,121,1,2,1,12240
2537,Lost,Medium,452,4,5,2,32860
2538,Promising,Medium,423,4,2,3,24440
2539,Loyal Customers,Premium,445,4,4,5,43200
2540,Promising,Low,422,4,2,2,18920
2541,At Risk,Low,233,2,3,3,29750
2542,Promising,Medium,515,5,1,5,34980
2543,Lost,Low,124,1,2,4,25440
2544,Potential Loyalists,Medium,543,5,4,3,31620
2545,New Customers,Medium,522,5,2,2,26880
2546,Lost,Medium,551,5,5,1,25230
2547,Hibernating,Low,222,2,2,2,18360
2548,Hibernating,Low,223,2,2,3,21340
2549,Lost,Low,133,1,3,3,27370
2550,New Customers,Low,511,5,1,1,19550
2551,New Customers,Low,521,5,2,1,23200
2552,Loyal Customers,Premium,455,4,5,5,41280
2553,Lost,Medium,442,4,4,2,29400
2554,At Risk,Low,241,2,4,1,18600
2555,Promising,Medium,425,4,2,5,31280
2556,Lost,Low,431,4,3,1,23730
2557,At Risk,Medium,255,2,5,5,46020
2558,Need Attention,Medium,335,3,3,5,35700
2559,New Customers,Low,521,5,2,1,17600
2560,Hibernating,Low,221,2,2,1,14980
2561,Cant Lose Them,Medium,155,1,5,5,36630
2562,Promising,Low,412,4,1,2,16720
2563,Hibernating,Low,214,2,1,4,26220
2564,Need Attention,Low,341,3,4,1,21780
2565,At Risk,Low,233,2,3,3,22250
2566,Hibernating,Low,211,2,1,1,12870
2567,Need Attention,Medium,354,3,5,4,41070
2568,Hibernating,Low,224,2,2,4,21060
2569,Potential Loyalists,Medium,533,5,3,3,35030
2570,Promising,Medium,415,4,1,5,31000
2571,Promising,Medium,515,5,1,5,26400
2572,Promising,Low,421,4,2,1,18000
2573,Cant Lose Them,Medium,155,1,5,5,40700
2574,Cant Lose Them,Medium,153,1,5,3,31610
2575,At Risk,Medium,234,2,3,4,24940
2576,Promising,Medium,423,4,2,3,30940
2577,Lost,Medium,451,4,5,1,25110
2578,About To Sleep,Low,321,3,2,1,12960
2579,About To Sleep,Low,323,3,2,3,22080
2580,About To Sleep,Low,312,3,1,2,16490
2581,Lost,Low,123,1,2,3,22600
2582,Potential Loyalists,Medium,533,5,3,3,34100
2583,About To Sleep,Low,322,3,2,2,22400
2584,Potential Loyalists,Medium,443,4,4,3,28160
2585,At Risk,Low,242,2,4,2,19200
2586,New Customers,Low,512,5,1,2,16800
2587,Need Attention,Medium,351,3,5,1,23000
2588,About To Sleep,Low,313,3,1,3,18060
2589,About To Sleep,Low,312,3,1,2,19040
2590,Lost,Low,124,1,2,4,21120
2591,Need Attention,Medium,352,3,5,2,27260
2592,Lost,Medium,531,5,3,1,26450
2593,Need Attention,Medium,354,3,5,4,42180
2594,New Customers,Low,511,5,1,1,15470
2595,Need Attention,Medium,343,3,4,3,28200
2596,Need Attention,Medium,343,3,4,3,26400
2597,Lost,Medium,532,5,3,2,21870
2598,Lost,Medium,542,5,4,2,32400
2599,Lost,Medium,541,5,4,1,28600
2600,At Risk,Medium,234,2,3,4,26680
2601,Need Attention,Medium,344,3,4,4,40460
2602,Promising,Medium,523,5,2,3,27720
2603,Need Attention,Medium,344,3,4,4,40120
2604,About To Sleep,Low,314,3,1,4,25250
2605,New Customers,Low,512,5,1,2,24780
2606,At Risk,Medium,254,2,5,4,39200
2607,Promising,Low,411,4,1,1,15750
2608,Lost,Low,123,1,2,3,21400
2609,Potential Loyalists,Premium,535,5,3,5,35100
2610,Potential Loyalists,Medium,443,4,4,3,33920
2611,Cant Lose Them,Medium,153,1,5,3,24360
2612,Champions,Premium,555,5,5,5,43650
2613,Potential Loyalists,Medium,533,5,3,3,24800
2614,Hibernating,Medium,225,2,2,5,29700
2615,Hibernating,Low,215,2,1,5,29160
2616,Cant Lose Them,Medium,144,1,4,4,29400
2617,Cant Lose Them,Medium,153,1,5,3,28420
2618,Cant Lose Them,Medium,155,1,5,5,30340
2619,Promising,Medium,414,4,1,4,27000
2620,Promising,Medium,423,4,2,3,21320
2621,Potential Loyalists,Medium,443,4,4,3,36800
2622,Potential Loyalists,Medium,543,5,4,3,30260
2623,Need Attention,Medium,344,3,4,4,36380
2624,Promising,Medium,524,5,2,4,25920
2625,Need Attention,Medium,353,3,5,3,30030
2626,Loyal Customers,Premium,455,4,5,5,43000
2627,Potential Loyalists,Medium,534,5,3,4,31500
2628,Lost,Medium,135,1,3,5,25110
2629,Promising,Low,422,4,2,2,24640
2630,About To Sleep,Low,322,3,2,2,17800
2631,New Customers,Medium,522,5,2,2,26640
2632,Loyal Customers,Medium,444,4,4,4,34200
2633,Potential Loyalists,Medium,443,4,4,3,32640
2634,Hibernating,Low,213,2,1,3,21280
2635,Promising,Low,411,4,1,1,17700
2636,Lost,Low,125,1,2,5,27160
2637,Need Attention,Medium,344,3,4,4,27200
2638,New Customers,Low,512,5,1,2,24150
2639,Loyal Customers,Premium,544,5,4,4,32680
2640,Potential Loyalists,Medium,534,5,3,4,37800
2641,Need Attention,Low,332,3,3,2,20700
2642,About To Sleep,Low,312,3,1,2,17170
2643,Lost,Medium,551,5,5,1,26680
2644,Lost,Medium,552,5,5,2,28380
2645,Loyal Customers,Premium,455,4,5,5,40420
2646,Promising,Medium,414,4,1,4,30780
2647,Lost,Low,112,1,1,2,12220
2648,Cant Lose Them,Low,141,1,4,1,19260
2649,Promising,Medium,424,4,2,4,24900
2650,Need Attention,Low,331,3,3,1,17670
2651,Promising,Low,422,4,2,2,21340
2652,Lost,Low,123,1,2,3,22400
2653,Lost,Low,125,1,2,5,28280
2654,Lost,Medium,532,5,3,2,25650
2655,Promising,Medium,514,5,1,4,29290
2656,Promising,Medium,414,4,1,4,30780
2657,Lost,Low,113,1,1,3,16830
2658,Potential Loyalists,Medium,533,5,3,3,28210
2659,Promising,Medium,414,4,1,4,31590
2660,Lost,Low,122,1,2,2,16960
2661,Hibernating,Low,212,2,1,2,13800
2662,Potential Loyalists,Premium,553,5,5,3,38110
2663,Loyal Customers,Premium,544,5,4,4,32680
2664,Lost,Medium,432,4,3,2,23500
2665,At Risk,Low,231,2,3,1,17510
2666,Cant Lose Them,Low,142,1,4,2,22880
2667,About To Sleep,Low,321,3,2,1,18880
2668,Hibernating,Low,223,2,2,3,21560
2669,Cant Lose Them,Medium,153,1,5,3,31030
2670,Promising,Medium,514,5,1,4,34510
2671,Hibernating,Low,224,2,2,4,24960
2672,At Risk,Low,232,2,3,2,21630
2673,At Risk,Medium,253,2,5,3,33170
2674,Hibernating,Low,224,2,2,4,23920
2675,Need Attention,Medium,333,3,3,3,31590
2676,At Risk,Medium,235,2,3,5,29040
2677,Hibernating,Low,213,2,1,3,16910
2678,Lost,Medium,451,4,5,1,29160
2679,Need Attention,Medium,334,3,3,4,29760
2680,Potential Loyalists,Premium,553,5,5,3,33300
2681,Potential Loyalists,Medium,443,4,4,3,28160
2682,Loyal Customers,Premium,445,4,4,5,37600
2683,Lost,Medium,531,5,3,1,27370
2684,Lost,Low,133,1,3,3,25530
2685,About To Sleep,Low,322,3,2,2,23000
2686,Hibernating,Low,212,2,1,2,12450
2687,Cant Lose Them,Low,143,1,4,3,26520
2688,New Customers,Medium,522,5,2,2,23280
2689,Promising,Medium,424,4,2,4,34800
2690,Hibernating,Low,212,2,1,2,17850
2691,Cant Lose Them,Low,143,1,4,3,26780
2692,Potential Loyalists,Medium,534,5,3,4,40950
2693,Loyal Customers,Premium,544,5,4,4,36100
2694,Hibernating,Low,222,2,2,2,16020
2695,Lost,Low,124,1,2,4,22560
2696,Potential Loyalists,Medium,533,5,3,3,31620
2697,Need Attention,Medium,351,3,5,1,20250
2698,Need Attention,Medium,352,3,5,2,24940
2699,Lost,Medium,551,5,5,1,31900
2700,Lost,Medium,532,5,3,2,29700
2701,Cant Lose Them,Medium,145,1,4,5,33660
2702,Potential Loyalists,Medium,534,5,3,4,37800
2703,Lost,Medium,532,5,3,2,31050
2704,Promising,Medium,415,4,1,5,26970
2705,Potential Loyalists,Medium,443,4,4,3,28800
2706,Promising,Medium,525,5,2,5,29520
2707,Cant Lose Them,Low,152,1,5,2,25250
2708,New Customers,Low,511,5,1,1,19380
2709,At Risk,Medium,253,2,5,3,30690
2710,About To Sleep,Low,311,3,1,1,14430
2711,Cant Lose Them,Low,141,1,4,1,18540
2712,Champions,Premium,555,5,5,5,52200
2713,At Risk,Medium,245,2,4,5,41040
2714,Lost,Low,122,1,2,2,19040
2715,Potential Loyalists,Medium,543,5,4,3,40460
2716,At Risk,Low,231,2,3,1,15980
2717,Promising,Medium,425,4,2,5,31620
2718,Potential Loyalists,Medium,435,4,3,5,39590
2719,At Risk,Medium,234,2,3,4,28710
2720,Need Attention,Low,331,3,3,1,15960
2721,At Risk,Medium,254,2,5,4,38850
2722,Promising,Medium,513,5,1,3,21000
2723,Cant Lose Them,Low,141,1,4,1,14940
2724,Cant Lose Them,Low,142,1,4,2,19580
2725,Champions,Premium,555,5,5,5,37800
2726,At Risk,Medium,254,2,5,4,28350
2727,Need Attention,Medium,353,3,5,3,27390
2728,Need Attention,Medium,352,3,5,2,26390
2729,At Risk,Low,232,2,3,2,24360
2730,Need Attention,Medium,344,3,4,4,34000
2731,New Customers,Low,521,5,2,1,18200
2732,About To Sleep,Low,312,3,1,2,16660
2733,New Customers,Low,512,5,1,2,21840
2734,About To Sleep,Medium,325,3,2,5,29440
2735,Lost,Low,121,1,2,1,11160
2736,Lost,Medium,441,4,4,1,20640
2737,About To Sleep,Medium,315,3,1,5,25230
2738,Promising,Medium,525,5,2,5,30240
2739,Promising,Low,421,4,2,1,18000
2740,Promising,Medium,425,4,2,5,35700
2741,Lost,Medium,432,4,3,2,28500
2742,Loyal Customers,Premium,545,5,4,5,38220
2743,About To Sleep,Low,311,3,1,1,10660
2744,Lost,Medium,442,4,4,2,26040
2745,Promising,Medium,525,5,2,5,40680
2746,Cant Lose Them,Low,142,1,4,2,18040
2747,Promising,Medium,423,4,2,3,28600
2748,Promising,Medium,524,5,2,4,34880
2749,Lost,Medium,551,5,5,1,33060
2750,Need Attention,Medium,343,3,4,3,25500
2751,Lost,Low,134,1,3,4,30510
2752,Promising,Medium,414,4,1,4,29430
2753,Need Attention,Medium,351,3,5,1,20500
2754,Lost,Low,122,1,2,2,14880
2755,Lost,Medium,532,5,3,2,27270
2756,Need Attention,Medium,335,3,3,5,34650
2757,About To Sleep,Low,312,3,1,2,18870
2758,At Risk,Low,232,2,3,2,19110
2759,About To Sleep,Low,312,3,1,2,20230
2760,Potential Loyalists,Medium,543,5,4,3,34340
2761,Need Attention,Medium,354,3,5,4,35520
2762,Need Attention,Medium,334,3,3,4,36890
2763,Lost,Low,132,1,3,2,18050
2764,At Risk,Low,232,2,3,2,23310
2765,Promising,Low,411,4,1,1,15000
2766,New Customers,Low,521,5,2,1,16600
2767,Promising,Medium,415,4,1,5,29760
2768,Lost,Low,123,1,2,3,18000
2769,Lost,Low,124,1,2,4,25200
2770,At Risk,Medium,255,2,5,5,40560
2771,Promising,Medium,425,4,2,5,28220
2772,At Risk,Medium,235,2,3,5,30690
2773,Cant Lose Them,Medium,144,1,4,4,24900
2774,Cant Lose Them,Medium,145,1,4,5,38080
2775,At Risk,Medium,234,2,3,4,29580
2776,Cant Lose Them,Low,142,1,4,2,18040
2777,Promising,Medium,523,5,2,3,33040
2778,Potential Loyalists,Medium,533,5,3,3,25420
2779,At Risk,Medium,252,2,5,2,31050
2780,Need Attention,Medium,354,3,5,4,38850
2781,At Risk,Medium,245,2,4,5,30960
2782,About To Sleep,Low,311,3,1,1,10660
2783,Loyal Customers,Medium,444,4,4,4,42480
2784,Hibernating,Low,215,2,1,5,28890
2785,Promising,Medium,515,5,1,5,36630
2786,Promising,Low,422,4,2,2,23320
2787,About To Sleep,Low,311,3,1,1,14820
2788,Hibernating,Low,221,2,2,1,16240
2789,Promising,Low,422,4,2,2,25960
2790,Promising,Medium,513,5,1,3,26000
2791,New Customers,Low,521,5,2,1,17200
2792,Loyal Customers,Premium,545,5,4,5,34440
2793,Need Attention,Medium,344,3,4,4,29580
2794,About To Sleep,Low,322,3,2,2,19400
2795,Need Attention,Low,331,3,3,1,17670
2796,Cant Lose Them,Low,142,1,4,2,21340
2797,Lost,Medium,532,5,3,2,29160
2798,Lost,Low,114,1,1,4,19530
2799,Potential Loyalists,Premium,535,5,3,5,32370
2800,New Customers,Low,511,5,1,1,16660
2801,Loyal Customers,Premium,445,4,4,5,34800
2802,Lost,Low,122,1,2,2,16000
2803,At Risk,Low,233,2,3,3,21000
2804,Lost,Medium,541,5,4,1,24180
2805,Promising,Low,413,4,1,3,23230
2806,Lost,Medium,551,5,5,1,33640
2807,Lost,Medium,452,4,5,2,31930
2808,Promising,Medium,425,4,2,5,32640
2809,Cant Lose Them,Medium,153,1,5,3,28710
2810,Promising,Medium,513,5,1,3,20750
2811,Cant Lose Them,Medium,144,1,4,4,35400
2812,At Risk,Medium,252,2,5,2,23760
2813,Promising,Medium,414,4,1,4,31050
2814,New Customers,Medium,522,5,2,2,28080
2815,New Customers,Low,512,5,1,2,21840
2816,New Customers,Low,512,5,1,2,20790
2817,Need Attention,Low,332,3,3,2,27140
2818,Potential Loyalists,Medium,433,4,3,3,29580
2819,Need Attention,Low,332,3,3,2,20240
2820,Lost,Medium,135,1,3,5,30690
2821,Lost,Medium,531,5,3,1,21160
2822,At Risk,Medium,245,2,4,5,34200
2823,Promising,Low,413,4,1,3,24150
2824,Cant Lose Them,Medium,145,1,4,5,38080
2825,Lost,Medium,441,4,4,1,19680
2826,Potential Loyalists,Medium,443,4,4,3,30080
2827,Lost,Medium,542,5,4,2,31800
2828,Lost,Medium,441,4,4,1,25920
2829,Hibernating,Low,213,2,1,3,17100
2830,New Customers,Low,521,5,2,1,17000
2831,Potential Loyalists,Premium,553,5,5,3,31080
2832,Cant Lose Them,Low,151,1,5,1,19320
2833,Cant Lose Them,Low,151,1,5,1,18270
2834,Lost,Medium,552,5,5,2,28050
2835,About To Sleep,Medium,324,3,2,4,29680
2836,Promising,Medium,525,5,2,5,33480
2837,Need Attention,Medium,354,3,5,4,41810
2838,Cant Lose Them,Low,143,1,4,3,21320
2839,Need Attention,Low,331,3,3,1,20900
2840,Promising,Medium,523,5,2,3,25200
2841,Hibernating,Low,221,2,2,1,14840
2842,Champions,Premium,555,5,5,5,49950
2843,About To Sleep,Medium,324,3,2,4,32760
2844,Cant Lose Them,Low,152,1,5,2,22000
2845,About To Sleep,Low,323,3,2,3,21600
2846,Lost,Medium,531,5,3,1,20240
2847,Potential Loyalists,Medium,453,4,5,3,31500
2848,Cant Lose Them,Medium,154,1,5,4,27720
2849,Cant Lose Them,Low,151,1,5,1,24780
2850,Need Attention,Medium,353,3,5,3,36630
2851,Cant Lose Them,Medium,155,1,5,5,35890
2852,Potential Loyalists,Medium,434,4,3,4,32340
2853,Lost,Medium,451,4,5,1,25920
2854,Promising,Medium,415,4,1,5,28210
2855,Need Attention,Low,341,3,4,1,19800
2856,Loyal Customers,Premium,544,5,4,4,39140
2857,Promising,Medium,423,4,2,3,20800
2858,Potential Loyalists,Medium,434,4,3,4,30690
2859,Lost,Medium,541,5,4,1,21320
2860,Need Attention,Premium,355,3,5,5,42640
2861,At Risk,Medium,254,2,5,4,29750
2862,Need Attention,Low,331,3,3,1,22040
2863,Promising,Medium,423,4,2,3,30940
2864,Lost,Low,132,1,3,2,18240
2865,Promising,Medium,525,5,2,5,41760
2866,Lost,Medium,542,5,4,2,26400
2867,About To Sleep,Low,314,3,1,4,28750
2868,Need Attention,Medium,353,3,5,3,38940
2869,Hibernating,Low,221,2,2,1,11620
2870,Promising,Low,412,4,1,2,17480
2871,Promising,Medium,423,4,2,3,26780
2872,Champions,Premium,555,5,5,5,50400
2873,Lost,Medium,542,5,4,2,34500
2874,Need Attention,Medium,344,3,4,4,40460
2875,Hibernating,Low,211,2,1,1,9130
2876,Cant Lose Them,Medium,154,1,5,4,28050
2877,Need Attention,Medium,351,3,5,1,20250
2878,Potential Loyalists,Medium,433,4,3,3,34510
2879,About To Sleep,Low,322,3,2,2,16000
2880,About To Sleep,Low,312,3,1,2,19380
2881,Need Attention,Medium,334,3,3,4,26350
2882,Promising,Medium,525,5,2,5,40680
2883,Lost,Medium,552,5,5,2,27720
2884,New Customers,Medium,522,5,2,2,27120
2885,Promising,Low,413,4,1,3,26910
2886,Lost,Low,114,1,1,4,17640
2887,Loyal Customers,Premium,445,4,4,5,47600
2888,Lost,Low,125,1,2,5,30240
2889,Potential Loyalists,Medium,443,4,4,3,27200
2890,Need Attention,Medium,344,3,4,4,39780
2891,Hibernating,Low,223,2,2,3,25520
2892,Loyal Customers,Premium,455,4,5,5,36550
2893,Lost,Low,132,1,3,2,19950
2894,At Risk,Medium,255,2,5,5,40950
2895,Need Attention,Medium,353,3,5,3,38280
2896,Loyal Customers,Premium,545,5,4,5,42000
2897,Need Attention,Medium,354,3,5,4,40700
2898,Cant Lose Them,Medium,145,1,4,5,29240
2899,Need Attention,Medium,345,3,4,5,31540
2900,New Customers,Low,521,5,2,1,20600
2901,At Risk,Medium,255,2,5,5,37830
2902,Lost,Low,111,1,1,1,7470
2903,Hibernating,Low,213,2,1,3,19000
2904,Lost,Medium,452,4,5,2,26350
2905,About To Sleep,Medium,324,3,2,4,23520
2906,Promising,Medium,513,5,1,3,29500
2907,At Risk,Low,251,2,5,1,23230
2908,Champions,Premium,555,5,5,5,51750
2909,Potential Loyalists,Premium,535,5,3,5,31590
2910,Lost,Medium,552,5,5,2,36960
2911,Hibernating,Low,215,2,1,5,31320
2912,Promising,Medium,513,5,1,3,23250
2913,Promising,Low,422,4,2,2,25740
2914,Cant Lose Them,Medium,155,1,5,5,36260
2915,Need Attention,Low,332,3,3,2,24610
2916,Promising,Medium,513,5,1,3,22500
2917,Cant Lose Them,Medium,154,1,5,4,29040
2918,Potential Loyalists,Medium,453,4,5,3,30450
2919,Lost,Medium,452,4,5,2,31930
2920,Promising,Medium,514,5,1,4,25810
2921,About To Sleep,Low,313,3,1,3,24780
2922,Promising,Medium,415,4,1,5,28210
2923,Lost,Low,122,1,2,2,17920
2924,About To Sleep,Medium,325,3,2,5,26560
2925,Lost,Low,134,1,3,4,30510
2926,Potential Loyalists,Premium,553,5,5,3,30340
2927,Potential Loyalists,Medium,543,5,4,3,35360
2928,Lost,Low,132,1,3,2,15960
2929,About To Sleep,Low,322,3,2,2,22000
2930,Lost,Low,114,1,1,4,21000
2931,Need Attention,Premium,355,3,5,5,45510
2932,Lost,Medium,541,5,4,1,26000
2933,Cant Lose Them,Low,152,1,5,2,27500
2934,At Risk,Low,232,2,3,2,22680
2935,Potential Loyalists,Medium,533,5,3,3,28830
2936,At Risk,Low,232,2,3,2,21840
2937,Promising,Medium,423,4,2,3,22360
2938,Lost,Medium,442,4,4,2,31080
2939,Potential Loyalists,Premium,553,5,5,3,32560
2940,Loyal Customers,Premium,544,5,4,4,39900
2941,Potential Loyalists,Medium,443,4,4,3,32960
2942,Loyal Customers,Premium,454,4,5,4,42120
2943,Need Attention,Medium,352,3,5,2,33640
2944,Lost,Medium,432,4,3,2,25750
2945,At Risk,Medium,252,2,5,2,32130
2946,Need Attention,Medium,354,3,5,4,36260
2947,Lost,Low,131,1,3,1,13350
2948,Potential Loyalists,Medium,443,4,4,3,35200
2949,Lost,Low,132,1,3,2,15770
2950,Need Attention,Medium,333,3,3,3,24840
2951,Loyal Customers,Premium,455,4,5,5,49880
2952,Promising,Low,411,4,1,1,15750
2953,Potential Loyalists,Medium,434,4,3,4,31350
2954,Promising,Medium,513,5,1,3,28250
2955,About To Sleep,Low,314,3,1,4,26250
2956,Lost,Medium,442,4,4,2,29680
2957,Loyal Customers,Premium,454,4,5,4,35490
2958,At Risk,Medium,244,2,4,4,26880
2959,Need Attention,Medium,335,3,3,5,39550
2960,Lost,Low,131,1,3,1,15600
2961,Potential Loyalists,Premium,535,5,3,5,35100
2962,Hibernating,Medium,225,2,2,5,27600
2963,Hibernating,Low,212,2,1,2,16800
2964,Potential Loyalists,Medium,534,5,3,4,33250
2965,New Customers,Low,511,5,1,1,17000
2966,Hibernating,Medium,225,2,2,5,34500
2967,Lost,Low,122,1,2,2,18080
2968,Champions,Premium,555,5,5,5,47700
2969,Need Attention,Low,341,3,4,1,24860
2970,About To Sleep,Medium,325,3,2,5,33600
2971,Lost,Low,131,1,3,1,14400
2972,Hibernating,Low,222,2,2,2,18180
2973,About To Sleep,Medium,325,3,2,5,31040
2974,Potential Loyalists,Medium,435,4,3,5,34780
2975,Lost,Low,115,1,1,5,28250
2976,Cant Lose Them,Low,151,1,5,1,23940
2977,Need Attention,Low,332,3,3,2,20930
2978,Lost,Medium,432,4,3,2,24000
2979,At Risk,Low,251,2,5,1,25990
2980,Potential Loyalists,Medium,453,4,5,3,38500
2981,Cant Lose Them,Medium,154,1,5,4,38940
2982,Lost,Low,133,1,3,3,19090
2983,Cant Lose Them,Low,143,1,4,3,20800
2984,About To Sleep,Medium,315,3,1,5,26100
2985,About To Sleep,Low,321,3,2,1,14080
2986,At Risk,Medium,252,2,5,2,24030
2987,Hibernating,Low,224,2,2,4,24960
2988,Champions,Premium,555,5,5,5,40050
2989,Potential Loyalists,Medium,453,4,5,3,28000
2990,Promising,Medium,525,5,2,5,38160
2991,About To Sleep,Low,314,3,1,4,28250
2992,Need Attention,Medium,342,3,4,2,26260
2993,Promising,Low,422,4,2,2,23100
2994,Lost,Medium,451,4,5,1,25920
2995,Promising,Medium,415,4,1,5,34100
2996,At Risk,Medium,235,2,3,5,31350
2997,Hibernating,Low,224,2,2,4,24440
2998,Lost,Low,122,1,2,2,14880
2999,At Risk,Low,242,2,4,2,26640
3000,Need Attention,Medium,345,3,4,5,44080
